id;cie10;nombre;descripcion;fechaRegistro;estadoReg;edadFin;edadIni;flagSivigila;habilitadoMipres
1284;D013;Carcinoma in situ del ano y del conducto anal;Carcinoma in situ del ano y del conducto anal;19/07/2024;A;1;100;A;1
1285;D014;Carcinoma in situ de otras partes y de las no especificadas del intestino;Carcinoma in situ de otras partes y de las no especificadas del intestino;19/07/2024;A;1;100;A;1
1286;D015;Carcinoma in situ del higado, de la vesicula biliar y del conducto biliar;Carcinoma in situ del higado, de la vesicula biliar y del conducto biliar;19/07/2024;A;1;100;A;1
1287;D017;Carcinoma in situ de otras partes especificadas de organos digestivos;Carcinoma in situ de otras partes especificadas de organos digestivos;19/07/2024;A;1;100;A;1
1288;D019;Carcinoma in situ de organos digestivos no especificados;Carcinoma in situ de organos digestivos no especificados;19/07/2024;A;1;100;A;1
1289;D020;Carcinoma in situ de la laringe;Carcinoma in situ de la laringe;19/07/2024;A;1;100;A;1
1290;D021;Carcinoma in situ de la traquea;Carcinoma in situ de la traquea;19/07/2024;A;1;100;A;1
1291;D022;Carcinoma in situ del bronquio y del pulmon;Carcinoma in situ del bronquio y del pulmon;19/07/2024;A;1;100;A;1
1292;D023;Carcinoma in situ de otras partes del sistema respiratorio;Carcinoma in situ de otras partes del sistema respiratorio;19/07/2024;A;1;100;A;1
1293;D024;Carcinoma in situ de organos respiratorios no especificados;Carcinoma in situ de organos respiratorios no especificados;19/07/2024;A;1;100;A;1
1294;D030;Melanoma in situ del labio;Melanoma in situ del labio;19/07/2024;A;1;100;A;1
1295;D031;Melanoma in situ del parpado y de la comisura palpebral;Melanoma in situ del parpado y de la comisura palpebral;19/07/2024;A;1;100;A;1
1296;D032;Melanoma in situ de la oreja y del conducto auditivo externo;Melanoma in situ de la oreja y del conducto auditivo externo;19/07/2024;A;1;100;A;1
1297;D033;Melanoma in situ de otras partes y de las no especificadas de la cara;Melanoma in situ de otras partes y de las no especificadas de la cara;19/07/2024;A;1;100;A;1
1298;D034;Melanoma in situ del cuero cabelludo y del cuello;Melanoma in situ del cuero cabelludo y del cuello;19/07/2024;A;1;100;A;1
1299;D035;Melanoma in situ del tronco;Melanoma in situ del tronco;19/07/2024;A;1;100;A;1
1300;D036;Melanoma in situ del miembro superior, incluido el hombro;Melanoma in situ del miembro superior, incluido el hombro;19/07/2024;A;1;100;A;1
1301;D037;Melanoma in situ del miembro inferior, incluida la cadera;Melanoma in situ del miembro inferior, incluida la cadera;19/07/2024;A;1;100;A;1
1302;D038;Melanoma in situ de otros sitios;Melanoma in situ de otros sitios;19/07/2024;A;1;100;A;1
1303;D039;Melanoma in situ, sitio no especificado;Melanoma in situ, sitio no especificado;19/07/2024;A;1;100;A;1
1304;D040;Carcinoma in situ de la piel del labio;Carcinoma in situ de la piel del labio;19/07/2024;A;1;100;A;1
1305;D041;Carcinoma in situ de la piel del parpado y de la comisura palpebral;Carcinoma in situ de la piel del parpado y de la comisura palpebral;19/07/2024;A;1;100;A;1
1306;D042;Carcinoma in situ de la piel de la oreja y del conducto auditivo externo;Carcinoma in situ de la piel de la oreja y del conducto auditivo externo;19/07/2024;A;1;100;A;1
1307;D043;Carcinoma in situ de la piel de otras partes y de las no especificadas de la cara;Carcinoma in situ de la piel de otras partes y de las no especificadas de la cara;19/07/2024;A;1;100;A;1
1308;D044;Carcinoma in situ de la piel del cuero cabelludo y cuello;Carcinoma in situ de la piel del cuero cabelludo y cuello;19/07/2024;A;1;100;A;1
1309;D045;Carcinoma in situ de la piel del tronco;Carcinoma in situ de la piel del tronco;19/07/2024;A;1;100;A;1
1310;D046;Carcinoma in situ de la piel del miembro superior, incluido el hombro;Carcinoma in situ de la piel del miembro superior, incluido el hombro;19/07/2024;A;1;100;A;1
1311;D047;Carcinoma in situ de la piel del miembro inferior, incluida la cadera;Carcinoma in situ de la piel del miembro inferior, incluida la cadera;19/07/2024;A;1;100;A;1
1312;D048;Carcinoma in situ de la piel de otros sitios especificados;Carcinoma in situ de la piel de otros sitios especificados;19/07/2024;A;1;100;A;1
1313;D049;Carcinoma in situ de la piel, sitio no especificado;Carcinoma in situ de la piel, sitio no especificado;19/07/2024;A;1;100;A;1
1314;D050;Carcinoma in situ lobular;Carcinoma in situ lobular;19/07/2024;A;1;100;A;1
1315;D051;Carcinoma in situ intracanalicular;Carcinoma in situ intracanalicular;19/07/2024;A;1;100;A;1
1316;D057;Otros carcinomas in situ de la mama;Otros carcinomas in situ de la mama;19/07/2024;A;1;100;A;1
1317;D059;Carcinoma in situ de la mama, parte no especificada;Carcinoma in situ de la mama, parte no especificada;19/07/2024;A;1;100;A;1
1318;D060;Carcinoma in situ del endocervix;Carcinoma in situ del endocervix;19/07/2024;A;1;100;A;1
1319;D061;Carcinoma in situ del exocervix;Carcinoma in situ del exocervix;19/07/2024;A;1;100;A;1
1320;D067;Carcinoma in situ de otras partes especificadas del cuello del utero;Carcinoma in situ de otras partes especificadas del cuello del utero;19/07/2024;A;1;100;A;1
1321;D069;Carcinoma in situ del cuello del utero, parte no especificada;Carcinoma in situ del cuello del utero, parte no especificada;19/07/2024;A;1;100;A;1
1322;D070;Carcinoma in situ del endometrio;Carcinoma in situ del endometrio;19/07/2024;A;1;100;A;1
1323;D071;Carcinoma in situ de la vulva;Carcinoma in situ de la vulva;19/07/2024;A;1;100;A;1
1324;D072;Carcinoma in situ de la vagina;Carcinoma in situ de la vagina;19/07/2024;A;1;100;A;1
1325;D073;Carcinoma in situ de otros sitios de organos genitales femeninos y de los no especificados;Carcinoma in situ de otros sitios de organos genitales femeninos y de los no especificados;19/07/2024;A;1;100;A;1
1326;D074;Carcinoma in situ del pene;Carcinoma in situ del pene;19/07/2024;A;1;100;A;1
1327;D075;Carcinoma in situ de la prostata;Carcinoma in situ de la prostata;19/07/2024;A;1;100;A;1
1328;D076;Carcinoma in situ de otros organos genitales masculinos y de los no especificados;Carcinoma in situ de otros organos genitales masculinos y de los no especificados;19/07/2024;A;1;100;A;1
1329;D090;Carcinoma in situ de la vejiga;Carcinoma in situ de la vejiga;19/07/2024;A;1;100;A;1
1330;D091;Carcinoma in situ de otros organos urinarios y de los no especificados;Carcinoma in situ de otros organos urinarios y de los no especificados;19/07/2024;A;1;100;A;1
1331;D092;Carcinoma in situ del ojo;Carcinoma in situ del ojo;19/07/2024;A;1;100;A;1
1332;D093;Carcinoma in situ de la glandula tiroides y de otras glandulas endocrinas;Carcinoma in situ de la glandula tiroides y de otras glandulas endocrinas;19/07/2024;A;1;100;A;1
1333;D097;Carcinoma in situ de otros sitios especificados;Carcinoma in situ de otros sitios especificados;19/07/2024;A;1;100;A;1
1334;D099;Carcinoma in situ, sitio no especificado;Carcinoma in situ, sitio no especificado;19/07/2024;A;1;100;A;1
1335;D100;Tumor benigno del labio;Tumor benigno del labio;19/07/2024;A;1;100;A;1
1336;D101;Tumor benigno de la lengua;Tumor benigno de la lengua;19/07/2024;A;1;100;A;1
1337;D102;Tumor benigno del piso de la boca;Tumor benigno del piso de la boca;19/07/2024;A;1;100;A;1
1338;D103;Tumor benigno de otras partes y de las no especificadas de la boca;Tumor benigno de otras partes y de las no especificadas de la boca;19/07/2024;A;1;100;A;1
1339;D104;Tumor benigno de la amigdala;Tumor benigno de la amigdala;19/07/2024;A;1;100;A;1
1340;D105;Tumor benigno de otras partes de la orofaringe;Tumor benigno de otras partes de la orofaringe;19/07/2024;A;1;100;A;1
1341;D106;Tumor benigno de la nasofaringe;Tumor benigno de la nasofaringe;19/07/2024;A;1;100;A;1
1342;D107;Tumor benigno de la hipofaringe;Tumor benigno de la hipofaringe;19/07/2024;A;1;100;A;1
1343;D109;Tumor benigno de la faringe, parte no especificada;Tumor benigno de la faringe, parte no especificada;19/07/2024;A;1;100;A;1
1344;D110;Tumor benigno de la glandula parotida;Tumor benigno de la glandula parotida;19/07/2024;A;1;100;A;1
1345;D117;Tumor benigno de otras glandulas salivales mayores especificadas;Tumor benigno de otras glandulas salivales mayores especificadas;19/07/2024;A;1;100;A;1
1346;D119;Tumor benigno de la glandula salival mayor, sin otra especificacion;Tumor benigno de la glandula salival mayor, sin otra especificacion;19/07/2024;A;1;100;A;1
1347;D120;Tumor benigno del ciego;Tumor benigno del ciego;19/07/2024;A;1;100;A;1
1348;D121;Tumor benigno del apendice;Tumor benigno del apendice;19/07/2024;A;1;100;A;1
1349;D122;Tumor benigno del colon ascendente;Tumor benigno del colon ascendente;19/07/2024;A;1;100;A;1
1350;D123;Tumor benigno del colon transverso;Tumor benigno del colon transverso;19/07/2024;A;1;100;A;1
1351;D124;Tumor benigno del colon descendente;Tumor benigno del colon descendente;19/07/2024;A;1;100;A;1
1352;D125;Tumor benigno del colon sigmoide;Tumor benigno del colon sigmoide;19/07/2024;A;1;100;A;1
1353;D126;Tumor benigno del colon, parte no especificada;Tumor benigno del colon, parte no especificada;19/07/2024;A;1;100;A;1
1354;D127;Tumor benigno de la union rectosigmoidea;Tumor benigno de la union rectosigmoidea;19/07/2024;A;1;100;A;1
1355;D128;Tumor benigno del recto;Tumor benigno del recto;19/07/2024;A;1;100;A;1
1356;D129;Tumor benigno del conducto anal y del ano;Tumor benigno del conducto anal y del ano;19/07/2024;A;1;100;A;1
1357;D130;Tumor benigno del esofago;Tumor benigno del esofago;19/07/2024;A;1;100;A;1
1358;D131;Tumor benigno del estomago;Tumor benigno del estomago;19/07/2024;A;1;100;A;1
1359;D132;Tumor benigno del duodeno;Tumor benigno del duodeno;19/07/2024;A;1;100;A;1
1360;D133;Tumor benigno de otras partes y de las no especificadas del intestino delgado;Tumor benigno de otras partes y de las no especificadas del intestino delgado;19/07/2024;A;1;100;A;1
1361;D134;Tumor benigno del higado;Tumor benigno del higado;19/07/2024;A;1;100;A;1
1362;D135;Tumor benigno de las vias biliares extrahepaticas;Tumor benigno de las vias biliares extrahepaticas;19/07/2024;A;1;100;A;1
1363;D136;Tumor benigno del pancreas;Tumor benigno del pancreas;19/07/2024;A;1;100;A;1
1364;D137;Tumor benigno del pancreas endocrino;Tumor benigno del pancreas endocrino;19/07/2024;A;1;100;A;1
1365;D139;Tumor benigno de sitios mal definidos del sistema digestivo;Tumor benigno de sitios mal definidos del sistema digestivo;19/07/2024;A;1;100;A;1
1366;D140;Tumor benigno del oido medio, de la cavidad nasal y de los senos paranasales;Tumor benigno del oido medio, de la cavidad nasal y de los senos paranasales;19/07/2024;A;1;100;A;1
1367;D141;Tumor benigno de la laringe;Tumor benigno de la laringe;19/07/2024;A;1;100;A;1
1368;D142;Tumor benigno de la traquea;Tumor benigno de la traquea;19/07/2024;A;1;100;A;1
1369;D143;Tumor benigno de los bronquios y del pulmon;Tumor benigno de los bronquios y del pulmon;19/07/2024;A;1;100;A;1
1370;D144;Tumor benigno del sistema respiratorio, sitio no especificado;Tumor benigno del sistema respiratorio, sitio no especificado;19/07/2024;A;1;100;A;1
1371;D150;Tumor benigno del timo;Tumor benigno del timo;19/07/2024;A;1;100;A;1
1372;D151;Tumor benigno del corazon;Tumor benigno del corazon;19/07/2024;A;1;100;A;1
1373;D152;Tumor benigno del mediastino;Tumor benigno del mediastino;19/07/2024;A;1;100;A;1
1374;D157;Tumor benigno de otros organos intratoracicos especificados;Tumor benigno de otros organos intratoracicos especificados;19/07/2024;A;1;100;A;1
1375;D159;Tumor benigno de organo intratoracico no especificado;Tumor benigno de organo intratoracico no especificado;19/07/2024;A;1;100;A;1
1376;D160;Tumor benigno del omoplato y huesos largos del miembro superior;Tumor benigno del omoplato y huesos largos del miembro superior;19/07/2024;A;1;100;A;1
1377;D161;Tumor benigno de los huesos cortos del miembro superior;Tumor benigno de los huesos cortos del miembro superior;19/07/2024;A;1;100;A;1
1378;D162;Tumor benigno de los huesos largos del miembro inferior;Tumor benigno de los huesos largos del miembro inferior;19/07/2024;A;1;100;A;1
1379;D163;Tumor benigno de los huesos cortos del miembro inferior;Tumor benigno de los huesos cortos del miembro inferior;19/07/2024;A;1;100;A;1
1380;D164;Tumor benigno de los huesos del craneo y de la cara;Tumor benigno de los huesos del craneo y de la cara;19/07/2024;A;1;100;A;1
1381;D165;Tumor benigno del maxilar inferior;Tumor benigno del maxilar inferior;19/07/2024;A;1;100;A;1
1382;D166;Tumor benigno de la columna vertebral;Tumor benigno de la columna vertebral;19/07/2024;A;1;100;A;1
1383;D167;Tumor benigno de las costillas, esternon y clavicula;Tumor benigno de las costillas, esternon y clavicula;19/07/2024;A;1;100;A;1
1384;D168;Tumor benigno de los huesos pelvicos, sacro y coccix;Tumor benigno de los huesos pelvicos, sacro y coccix;19/07/2024;A;1;100;A;1
1385;D169;Tumor benigno del hueso y del cartilago articular, sitio no especificado;Tumor benigno del hueso y del cartilago articular, sitio no especificado;19/07/2024;A;1;100;A;1
1386;D170;Tumor benigno lipomatoso de piel y de tejido subcutaneo de cabeza, cara y cuello;Tumor benigno lipomatoso de piel y de tejido subcutaneo de cabeza, cara y cuello;19/07/2024;A;1;100;A;1
1387;D171;Tumor benigno lipomatoso de piel y de tejido subcutaneo del tronco;Tumor benigno lipomatoso de piel y de tejido subcutaneo del tronco;19/07/2024;A;1;100;A;1
1388;D172;Tumor benigno lipomatoso de piel y de tejido subcutaneo de miembros;Tumor benigno lipomatoso de piel y de tejido subcutaneo de miembros;19/07/2024;A;1;100;A;1
1389;D173;Tumor benigno lipomatoso de piel y de tejido subcutaneo de otros sitios y de los no especificados;Tumor benigno lipomatoso de piel y de tejido subcutaneo de otros sitios y de los no especificados;19/07/2024;A;1;100;A;1
1390;D174;Tumor benigno lipomatoso de los organos intratoracicos;Tumor benigno lipomatoso de los organos intratoracicos;19/07/2024;A;1;100;A;1
1391;D175;Tumor benigno lipomatoso de los organos intraabdominales;Tumor benigno lipomatoso de los organos intraabdominales;19/07/2024;A;1;100;A;1
1392;D176;Tumor benigno lipomatoso del cordon espermatico;Tumor benigno lipomatoso del cordon espermatico;19/07/2024;A;1;100;A;1
1393;D177;Tumor benigno lipomatoso de otros sitios especificados;Tumor benigno lipomatoso de otros sitios especificados;19/07/2024;A;1;100;A;1
1394;D179;Tumor benigno lipomatoso, de sitio no especificado;Tumor benigno lipomatoso, de sitio no especificado;19/07/2024;A;1;100;A;1
1395;D180;Hemangioma, de cualquier sitio;Hemangioma, de cualquier sitio;19/07/2024;A;1;100;A;1
1396;D181;Linfangioma, de cualquier sitio;Linfangioma, de cualquier sitio;19/07/2024;A;1;100;A;1
1397;D190;Tumor benigno del tejido mesotelial de la pleura;Tumor benigno del tejido mesotelial de la pleura;19/07/2024;A;1;100;A;1
1398;D191;Tumor benigno del tejido mesotelial del peritoneo;Tumor benigno del tejido mesotelial del peritoneo;19/07/2024;A;1;100;A;1
1399;D197;Tumor benigno del tejido mesotelial de otros sitios especificados;Tumor benigno del tejido mesotelial de otros sitios especificados;19/07/2024;A;1;100;A;1
1400;D199;Tumor benigno del tejido mesotelial, de sitio no especificado;Tumor benigno del tejido mesotelial, de sitio no especificado;19/07/2024;A;1;100;A;1
1401;D200;Tumor benigno del retroperitoneo;Tumor benigno del retroperitoneo;19/07/2024;A;1;100;A;1
1402;D201;Tumor benigno del peritoneo;Tumor benigno del peritoneo;19/07/2024;A;1;100;A;1
1403;D210;Tumor benigno del tejido conjuntivo y de otros tejidos blandos de cabeza, cara y cuello;Tumor benigno del tejido conjuntivo y de otros tejidos blandos de cabeza, cara y cuello;19/07/2024;A;1;100;A;1
1404;D211;Tumor benigno del tejido conjuntivo y de otros tejidos blandos del miembro superior, incluido el hombro;Tumor benigno del tejido conjuntivo y de otros tejidos blandos del miembro superior, incluido el hombro;19/07/2024;A;1;100;A;1
1405;D212;Tumor benigno del tejido conjuntivo y de otros tejidos blandos del miembro inferior, incluida la cadera;Tumor benigno del tejido conjuntivo y de otros tejidos blandos del miembro inferior, incluida la cadera;19/07/2024;A;1;100;A;1
1406;D213;Tumor benigno del tejido conjuntivo y de otros tejidos blandos del torax;Tumor benigno del tejido conjuntivo y de otros tejidos blandos del torax;19/07/2024;A;1;100;A;1
1407;D214;Tumor benigno del tejido conjuntivo y otros tejidos blandos del abdomen;Tumor benigno del tejido conjuntivo y otros tejidos blandos del abdomen;19/07/2024;A;1;100;A;1
1408;D215;Tumor benigno del tejido conjuntivo y otros tejidos blandos de la pelvis;Tumor benigno del tejido conjuntivo y otros tejidos blandos de la pelvis;19/07/2024;A;1;100;A;1
1409;D216;Tumor benigno del tejido conjuntivo y otros tejidos blandos del tronco, sin otra especificacion;Tumor benigno del tejido conjuntivo y otros tejidos blandos del tronco, sin otra especificacion;19/07/2024;A;1;100;A;1
1410;D219;Tumor benigno del tejido conjuntivo y otros tejidos blandos, de sitio no especificado;Tumor benigno del tejido conjuntivo y otros tejidos blandos, de sitio no especificado;19/07/2024;A;1;100;A;1
1411;D220;Nevo melanocitico del labio;Nevo melanocitico del labio;19/07/2024;A;1;100;A;1
1412;D221;Nevo melanocitico del parpado, incluida la comisura palpebral;Nevo melanocitico del parpado, incluida la comisura palpebral;19/07/2024;A;1;100;A;1
1413;D222;Nevo melanocitico de la oreja y del conducto auditivo externo;Nevo melanocitico de la oreja y del conducto auditivo externo;19/07/2024;A;1;100;A;1
1414;D223;Nevo melanocitico de otras partes y de las no especificadas de la cara;Nevo melanocitico de otras partes y de las no especificadas de la cara;19/07/2024;A;1;100;A;1
1415;D224;Nevo melanocitico del cuero cabelludo y del cuello;Nevo melanocitico del cuero cabelludo y del cuello;19/07/2024;A;1;100;A;1
1416;D225;Nevo melanocitico del tronco;Nevo melanocitico del tronco;19/07/2024;A;1;100;A;1
1417;D226;Nevo melanocitico del miembro superior, incluido el hombro;Nevo melanocitico del miembro superior, incluido el hombro;19/07/2024;A;1;100;A;1
1418;D227;Nevo melanocitico del miembro inferior, incluida la cadera;Nevo melanocitico del miembro inferior, incluida la cadera;19/07/2024;A;1;100;A;1
